0.202692,0.406833
0.203081,0.406833
0.20347,0.406833
0.203859,0.406833
0.204248,0.406833
0.204637,0.406833
0.205026,0.406833
0.205415,0.406833
0.205804,0.406833
0.206193,0.406833
0.206582,0.406444
0.206971,0.406444
0.20736,0.406444
0.207749,0.406055
0.208138,0.406055
0.208527,0.406055
0.208916,0.406055
0.209305,0.405666
0.209695,0.405666
0.210084,0.405666
0.210473,0.405666
0.210862,0.405277
0.211251,0.405277
0.21164,0.404888
0.212029,0.404888
0.212418,0.404499
0.212807,0.404499
0.213196,0.40411
0.213585,0.403721
0.213974,0.403332
0.214363,0.403332
0.214752,0.402943
0.215141,0.402554
0.21553,0.402554
0.215919,0.401776
0.216308,0.401387
0.216697,0.400608
0.217086,0.400608
0.217475,0.39983
0.217864,0.399441
0.218253,0.398274
0.218642,0.398274
0.219031,0.397107
0.21942,0.396718
0.219809,0.39594
0.220198,0.395162
0.220587,0.394384
0.220976,0.393217
0.221365,0.392828
0.221754,0.391661
0.222143,0.391272
0.222532,0.390105
0.222921,0.390105
0.22331,0.388549
0.2237,0.38816
0.224089,0.386993
0.224478,0.386603
0.224867,0.385436
0.225256,0.384658
0.225645,0.38388
0.226034,0.382713
0.226423,0.382324
0.226812,0.381157
0.227201,0.380768
0.22759,0.379212
0.227979,0.378823
0.228368,0.377656
0.228757,0.377267
0.229146,0.375711
0.229535,0.375322
0.229924,0.374155
0.230313,0.373377
0.230702,0.372209
0.231091,0.37182
0.23148,0.370653
0.231869,0.369486
0.232258,0.368708
0.232647,0.367541
0.233036,0.367152
0.233425,0.365596
0.233814,0.365207
0.234203,0.363651
0.234592,0.363651
0.234981,0.362095
0.23537,0.361706
0.235759,0.360539
0.236148,0.359761
0.236537,0.358594
0.236926,0.357426
0.237315,0.356648
0.237704,0.355481
0.238094,0.355092
0.238483,0.353925
0.238872,0.353536
0.239261,0.35198
0.23965,0.351591
0.240039,0.350035
0.240428,0.350035
0.240817,0.348479
0.241206,0.34809
0.241595,0.346534
0.241984,0.345756
0.242373,0.344978
0.242762,0.34381
0.243151,0.343032
0.24354,0.341865
0.243929,0.341087
0.244318,0.33992
0.244707,0.339531
0.245096,0.338364
0.245485,0.337975
0.245874,0.336419
0.246263,0.33603
0.246652,0.334474
0.247041,0.334085
0.24743,0.332918
0.247819,0.33214
0.248208,0.330973
0.248597,0.329805
0.248986,0.329416
0.249375,0.328249
0.249764,0.327471
0.250153,0.326304
0.250542,0.325915
0.250931,0.324359
0.25132,0.32397
0.251709,0.322414
0.252099,0.322025
0.252488,0.320858
0.252877,0.320469
0.253266,0.318913
0.253655,0.318524
0.254044,0.317357
0.254433,0.316579
0.254822,0.3158
0.255211,0.314244
0.2556,0.313855
0.255989,0.312299
0.256378,0.312299
0.256767,0.310743
0.257156,0.310354
0.257545,0.308798
0.257934,0.308409
0.258323,0.307242
0.258712,0.306464
0.259101,0.305297
0.25949,0.304908
0.259879,0.303741
0.260268,0.302963
0.260657,0.301796
0.261046,0.300628
0.261435,0.300239
0.261824,0.298683
0.262213,0.298294
0.262602,0.296738
0.262991,0.296738
0.26338,0.295182
0.263769,0.294793
0.264158,0.293237
0.264547,0.292848
0.264936,0.291681
0.265325,0.290903
0.265714,0.289736
0.266103,0.288958
0.266493,0.28818
0.266882,0.287012
0.267271,0.286623
0.26766,0.285067
0.268049,0.284678
0.268438,0.283122
0.268827,0.282733
0.269216,0.281177
0.269605,0.280788
0.269994,0.279621
0.270383,0.278843
0.270772,0.278065
0.271161,0.276898
0.27155,0.27612
0.271939,0.274953
0.272328,0.274175
0.272717,0.273007
0.273106,0.272618
0.273495,0.271451
0.273884,0.271062
0.274273,0.269117
0.274662,0.269117
0.275051,0.267561
0.27544,0.267172
0.275829,0.266005
0.276218,0.265616
0.276607,0.26406
0.276996,0.263282
0.277385,0.262504
0.277774,0.261337
0.278163,0.260559
0.278552,0.259392
0.278941,0.259002
0.27933,0.257446
0.279719,0.257057
0.280108,0.255501
0.280498,0.255501
0.280887,0.253945
0.281276,0.253556
0.281665,0.252
0.282054,0.252
0.282443,0.252
0.282832,0.252
0.283221,0.252
0.28361,0.252
0.283999,0.252
0.284388,0.252
0.284777,0.252
0.285166,0.252
0.285555,0.252
0.285944,0.252
0.286333,0.252
0.286722,0.252
0.287111,0.252
0.2875,0.252
0.287889,0.252
0.288278,0.252
0.288667,0.252
0.289056,0.252
0.289445,0.252
0.289834,0.252
0.290223,0.252
0.290612,0.252
0.291001,0.252
0.29139,0.252389
0.291779,0.253945
0.292168,0.254334
0.292557,0.255501
0.292946,0.256279
0.293335,0.257057
0.293724,0.258224
0.294113,0.259002
0.294502,0.259781
0.294892,0.260559
0.295281,0.262115
0.29567,0.262115
0.296059,0.263671
0.296448,0.26406
0.296837,0.265616
0.297226,0.265616
0.297615,0.267172
0.298004,0.267561
0.298393,0.268728
0.298782,0.269506
0.299171,0.270673
0.29956,0.271451
0.299949,0.272229
0.300338,0.273397
0.300727,0.273786
0.301116,0.275342
0.301505,0.275731
0.301894,0.276898
0.302283,0.277287
0.302672,0.278843
0.303061,0.278843
0.30345,0.280399
0.303839,0.280788
0.304228,0.281955
0.304617,0.282733
0.305006,0.2839
0.305395,0.284678
0.305784,0.285456
0.306173,0.286623
0.306562,0.287401
0.306951,0.288569
0.30734,0.288958
0.307729,0.290125
0.308118,0.290514
0.308507,0.29207
0.308897,0.292459
0.309286,0.294015
0.309675,0.294015
0.310064,0.295571
0.310453,0.29596
0.310842,0.297127
0.311231,0.298294
0.31162,0.298683
0.312009,0.29985
0.312398,0.300628
0.312787,0.301796
0.313176,0.302185
0.313565,0.303741
0.313954,0.30413
0.314343,0.305297
0.314732,0.305686
0.315121,0.307242
0.31551,0.307242
0.315899,0.308798
0.316288,0.309576
0.316677,0.310354
0.317066,0.311521
0.317455,0.31191
0.317844,0.313466
0.318233,0.313855
0.318622,0.315022
0.319011,0.315411
0.3194,0.316968
0.319789,0.317357
0.320178,0.318524
0.320567,0.318913
0.320956,0.320469
0.321345,0.320858
0.321734,0.322025
0.322123,0.322803
0.322512,0.323581
0.322901,0.324748
0.323291,0.325526
0.32368,0.326693
0.324069,0.327082
0.324458,0.328638
0.324847,0.328638
0.325236,0.330195
0.325625,0.330584
0.326014,0.331751
0.326403,0.332529
0.326792,0.333696
0.327181,0.334085
0.32757,0.335252
0.327959,0.33603
0.328348,0.336808
0.328737,0.337975
0.329126,0.338753
0.329515,0.33992
0.329904,0.340309
0.330293,0.341865
0.330682,0.342254
0.331071,0.343421
0.33146,0.34381
0.331849,0.345367
0.332238,0.345756
0.332627,0.346923
0.333016,0.347312
0.333405,0.348479
0.333794,0.349646
0.334183,0.350424
0.334572,0.351591
0.334961,0.35198
0.33535,0.353147
0.335739,0.353536
0.336128,0.355092
0.336517,0.355481
0.336906,0.356648
0.337296,0.357037
0.337685,0.358594
0.338074,0.358983
0.338463,0.36015
0.338852,0.360928
0.339241,0.362095
0.33963,0.362873
0.340019,0.363651
0.340408,0.364818
0.340797,0.365207
0.341186,0.366763
0.341575,0.367152
0.341964,0.368319
0.342353,0.368708
0.342742,0.370264
0.343131,0.370264
0.34352,0.37182
0.343909,0.372209
0.344298,0.373377
0.344687,0.374155
0.345076,0.375322
0.345465,0.3761
0.345854,0.376878
0.346243,0.378045
0.346632,0.378434
0.347021,0.37999
0.34741,0.380379
0.347799,0.381546
0.348188,0.381935
0.348577,0.383491
0.348966,0.38388
0.349355,0.385047
0.349744,0.385436
0.350133,0.386993
0.350522,0.387382
0.350911,0.388549
0.3513,0.389327
0.35169,0.390105
0.352079,0.391272
0.352468,0.391661
0.352857,0.392828
0.353246,0.393217
0.353635,0.394384
0.354024,0.394773
0.354413,0.39594
0.354802,0.396329
0.355191,0.397496
0.35558,0.397885
0.355969,0.398663
0.356358,0.399052
0.356747,0.39983
0.357136,0.400608
0.357525,0.400998
0.357914,0.401776
0.358303,0.401776
0.358692,0.402554
0.359081,0.402943
0.35947,0.403332
0.359859,0.403721
0.360248,0.40411
0.360637,0.40411
0.361026,0.404499
0.361415,0.404499
0.361804,0.404888
0.362193,0.404888
0.362582,0.404888
0.362971,0.405277
0.36336,0.405277
0.363749,0.405666
0.364138,0.405666
0.364527,0.405666
0.364916,0.405666
0.365305,0.406055
0.365695,0.406055
0.366084,0.406055
0.366473,0.406055
0.366862,0.406055
0.367251,0.406444
0.36764,0.406444
0.368029,0.406444
0.368418,0.406833
0.368807,0.406833
0.369196,0.406833
0.369585,0.406833
0.369974,0.406833
0.370363,0.406833
0.370752,0.406833
0.371141,0.406833
0.37153,0.406833
0.371919,0.407222
0.372308,0.408
